name,score,price
"dev",0.5753796,2559.0
"study",0.6361049,5298.0
"gaming",0.5139874,5298.0
"design",0.53517187,5298.0
"dev",0.59391713,5298.0
"study",0.6916253,5359.0
"gaming",0.63541377,5359.0
"design",0.65066797,5359.0
"dev",0.6782812,5359.0
"study",0.60374045,2184.0
"gaming",0.5035426,2184.0
"design",0.5141327,2184.0
"dev",0.5712538,2184.0
"study",0.637915,5429.0
"gaming",0.5141411,5429.0
"design",0.5355007,5429.0
"dev",0.59418625,5429.0
"study",0.57031596,2249.0
"gaming",0.48258495,2249.0
"design",0.48151383,2249.0
"dev",0.53574425,2249.0
"study",0.5985679,2799.0
"gaming",0.50318795,2799.0
"design",0.5127196,2799.0
"dev",0.56971836,2799.0
"study",0.7080277,9499.0
"gaming",0.53887874,9499.0
"design",0.58525455,9499.0
"dev",0.6674967,9499.0
"study",0.6282451,5159.0
"gaming",0.51331997,5159.0
"design",0.5337439,5159.0
"dev",0.5927487,5159.0
"study",0.6341894,4890.0
"gaming",0.5189206,4890.0
"design",0.53773797,4890.0
"dev",0.5949327,4890.0
"study",0.58963484,1799.0
"gaming",0.48877394,1799.0
"design",0.5054262,1799.0
"dev",0.5617184,1799.0
"study",0.6023775,3269.0
"gaming",0.5039428,3269.0
"design",0.51465756,3269.0
"dev",0.5732864,3269.0
"study",0.67264533,4299.0
"gaming",0.57342243,4299.0
"design",0.61118233,4299.0
"dev",0.6421314,4299.0
